100,2
1080.000000,1791.000000
1721.000000,2505.000000
2873.000000,499.000000
1238.000000,2571.000000
355.000000,1676.000000
1002.000000,411.000000
1718.000000,1213.000000
1006.000000,2201.000000
3381.000000,1050.000000
2486.000000,2305.000000
3639.000000,1810.000000
1615.000000,2562.000000
1067.000000,1576.000000
3999.000000,392.000000
3369.000000,1112.000000
2279.000000,354.000000
2903.000000,4000.000000
2859.000000,1680.000000
403.000000,1.000000
155.000000,758.000000
1677.000000,1157.000000
1170.000000,3395.000000
2370.000000,2176.000000
1500.000000,1656.000000
3226.000000,3986.000000
3961.000000,2770.000000
1700.000000,1480.000000
1236.000000,2768.000000
3056.000000,1139.000000
3160.000000,2330.000000
2251.000000,1343.000000
2684.000000,1059.000000
1248.000000,1447.000000
2739.000000,1651.000000
1448.000000,2895.000000
2410.000000,3125.000000
4052.000000,3580.000000
2425.000000,2327.000000
1660.000000,3925.000000
3983.000000,791.000000
3816.000000,3848.000000
3561.000000,1420.000000
1232.000000,701.000000
92.000000,193.000000
1841.000000,3252.000000
2523.000000,4092.000000
500.000000,1111.000000
1055.000000,1748.000000
2558.000000,3795.000000
3399.000000,4006.000000
2594.000000,1713.000000
3035.000000,2550.000000
1197.000000,1364.000000
781.000000,2858.000000
1194.000000,668.000000
3649.000000,914.000000
420.000000,3114.000000
2334.000000,1653.000000
3815.000000,2427.000000
1846.000000,1560.000000
1583.000000,273.000000
1557.000000,2083.000000
1384.000000,2612.000000
3831.000000,3942.000000
2311.000000,3135.000000
3852.000000,809.000000
752.000000,2791.000000
3360.000000,1950.000000
60.000000,45.000000
712.000000,1254.000000
714.000000,265.000000
2168.000000,1134.000000
3379.000000,406.000000
2787.000000,3098.000000
2833.000000,537.000000
563.000000,321.000000
810.000000,2120.000000
2404.000000,2194.000000
636.000000,2140.000000
2040.000000,2948.000000
1179.000000,1796.000000
3757.000000,1931.000000
492.000000,3021.000000
3881.000000,552.000000
3067.000000,497.000000
1806.000000,3781.000000
762.000000,3974.000000
819.000000,45.000000
284.000000,3607.000000
3144.000000,3118.000000
48.000000,3707.000000
3439.000000,859.000000
1731.000000,1747.000000
3053.000000,2367.000000
3887.000000,998.000000
1219.000000,970.000000
2794.000000,881.000000
2902.000000,3286.000000
3902.000000,2687.000000
3838.000000,2873.000000
